loss,accuracy,val_loss,val_accuracy,epoch,run,trial
0.2734503149986267,0.8822253942489624,0.230056032538414,0.9197247624397278,1,1,1
0.18116892874240875,0.9290412664413452,0.2713122069835663,0.911697268486023,2,1,1
0.14659398794174194,0.9447653293609619,0.26155877113342285,0.9185779690742493,3,1,1
0.12069255113601685,0.9550549983978271,0.2778216600418091,0.9243119359016418,4,1,1
0.10063473135232925,0.9626275300979614,0.28850558400154114,0.9231651425361633,5,1,1
0.08551685512065887,0.9689230918884277,0.3328207731246948,0.9185779690742493,6,1,1
0.07491661608219147,0.972739040851593,0.35565268993377686,0.9105504751205444,7,1,1
0.06599880009889603,0.9760501384735107,0.3663266599178314,0.9208715558052063,8,1,1
0.05654744803905487,0.9795542359352112,0.3815012574195862,0.9208715558052063,9,1,1
0.05026868358254433,0.9817368984222412,0.3658674359321594,0.9162843823432922,10,1,1
0.045944761484861374,0.9832068681716919,0.33947134017944336,0.9243119359016418,11,1,1
0.039044369012117386,0.9859685897827148,0.34018945693969727,0.9208715558052063,12,1,1
0.03684934601187706,0.9865922331809998,0.3737674355506897,0.9231651425361633,13,1,1
0.0341876856982708,0.9873197674751282,0.33567577600479126,0.9243119359016418,14,1,1
0.02989235892891884,0.9887748956680298,0.38881438970565796,0.9220183491706848,15,1,1
0.027468908578157425,0.9897845387458801,0.3619648218154907,0.9185779690742493,16,1,1
0.02526240423321724,0.9902893900871277,0.4258030951023102,0.9208715558052063,17,1,1
0.02436741627752781,0.9908981323242188,0.37744274735450745,0.9220183491706848,18,1,1
0.022771047428250313,0.9915811419487,0.3975977301597595,0.9220183491706848,19,1,1
0.018964746966958046,0.9929471611976624,0.505808413028717,0.9151375889778137,20,1,1
0.021014219149947166,0.9918335676193237,0.39084139466285706,0.9300458431243896,21,1,1
0.018362659960985184,0.9930511116981506,0.3839980661869049,0.9231651425361633,22,1,1
0.017725808545947075,0.9932886958122253,0.4408981204032898,0.9174311757087708,23,1,1
0.01761104166507721,0.9933035373687744,0.4186658561229706,0.9220183491706848,24,1,1
0.015132850036025047,0.9943429231643677,0.41807422041893005,0.9208715558052063,25,1,1
0.016193363815546036,0.9937341213226318,0.42202192544937134,0.91399085521698,26,1,1
0.014579280279576778,0.9943874478340149,0.44312548637390137,0.9197247624397278,27,1,1
0.01370262075215578,0.9945656061172485,0.46562978625297546,0.9162843823432922,28,1,1
0.012591814622282982,0.9948477149009705,0.5583742260932922,0.9105504751205444,29,1,1
0.01218587439507246,0.9953822493553162,0.4107055366039276,0.9266055226325989,30,1,1
0.011766867712140083,0.9954416751861572,0.43848687410354614,0.9277523159980774,31,1,1
0.011787340976297855,0.9953228831291199,0.4368394911289215,0.9254587292671204,32,1,1
0.010039550252258778,0.9958871006965637,0.43582823872566223,0.9208715558052063,33,1,1
